Title,GUID,"Thumbnail Image URL","Content Image (Original Size from Publisher)","WWW URL",Publisher,Description,"Seat Time","Course Text Languages","Audio Languages","Subtitle Languages","Primary Competency",Categories,"Content Features","Content Style","Zip Filename","List Group",Certifications,"Seat Price","Jurisdiction Country","Jurisdiction State","Jurisdiction City","Proficiency Levels"
"Office Ergonomics Essentials",30d7e72e-4778-28c4-d9fa-2d2469fbeede,https://media.opensesame.com/images%2FUL%2F2022-10%2FThumbnails%2FPS5-103106.png?class=thumbnail,https://media.opensesame.com/images%2FUL%2F2022-10%2FThumbnails%2FPS5-103106.png,https://www.opensesame.com/c/office-ergonomics-essentials-4927,"UL Solutions","If you have ever sat at a computer for hours a time, you may have experienced pain from sitting too long, numb limbs from poor circulation, and eye strain. 

This course will help you identify ways to make your workspace more ergonomically correct so that you can avoid this discomfort and pain. You will learn what the principle of ergonomics is, how to prepare yourself and your work area, and what adjustments you can make to your setup no matter where you work. This course is ideal for anyone who works at a computer for any length of time.",12,"American English","American English",,"Maintaining a Safe Environment","|Safety|Ergonomics|Office Ergonomics,|Safety|Back/Spinal Safety,|Business Skills|Remote Working","Audio Narration,Knowledge Checks,Locked Navigation,Post-Assessment,Supplemental Resources,Transcript","Rich Media",30d7e72e-4778-28c4-d9fa-2d2469fbeede.zip,,,14.00,,,,Universal
